data31,data32,data33,data34,data35,data36,data37,data38,data39,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,data385,data386,data387
O2tex,GAPD,52,232.586871650568,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633897,0.774984622765772,5.0848064032927,9.86322971178,8.68658247738,2.89340386443001,6.42179108194603,0.848586030209999,0.848586030209999,11.9131289960665,5.49133791412099,4.99955025428336,4.99955025428336,1.91402848749975,0.7865289,2.49324513187298,0.848586030209999,0.857750939532919,3.71468615585669,3.94286276393192,8.68658247738,3.71468615585669,2.504369053787,5.04847246338854,2.49324513187298,0.774984622765772,6.12322672643146,16.5527543567658,8.22263625103287,4.28878478592,1.97143138196596,2.89340386443001,5.04847246338854,8.48080072972751,1.62572103000178,0.850736407236013,9.86322971178,6.12322672643146,6.24989735250989,4.87545049487328,5.66323164355661,0.78778114868328,8.22263625103287,0.848586030209999,3.18433038366503,4.22103601795518,1.03670563429014,3.94286276393192,8.19046468693514,4.28878478592,1.97143138196596,3.02135441886423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2tpp,DKMPPD3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2tpp,ENO,52,232.586871650571,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633922,0.774984622765807,5.08480640329265,9.86322971178,8.68658247738,2.89340386443,6.42179108194611,0.848586030209999,0.848586030209999,11.913128996067,5.49133791412086,4.99955025428359,4.99955025428359,1.91402848749979,0.7865289,2.49324513187301,0.848586030209999,0.857750939532939,3.71468615585684,3.94286276393183,8.68658247738,3.71468615585684,2.50436905378701,5.04847246338853,2.49324513187301,0.774984622765807,6.12322672643147,16.5527543567658,8.22263625103307,4.28878478592,1.97143138196591,2.89340386443,5.04847246338853,8.48080072972775,1.62572103000185,0.850736407236041,9.86322971178,6.12322672643147,6.24989735251019,4.87545049487336,5.66323164355682,0.787781148683365,8.22263625103307,0.848586030209999,3.18433038366524,4.22103601795541,1.03670563429017,3.94286276393183,8.19046468693519,4.28878478592,1.97143138196591,3.02135441886419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2tpp,FBA,44,47.8713265407676,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CS,SUCCt2_2,ENO,SUCCt3,THD2,TKT2,TPI,EX_for_e,EX_glc__D_e,EX_h_e,EX_nh4_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,ICDHyr,MDH,ME1,ME2,NADTRHD,NH4t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.764176345889538,0.930411399811468,1.93998799884999,1.9173526893,1.6886195253,0.562460354550033,1.32994588325491,0.164960033849999,0.164960033849999,2.70005188159907,1.37010599834417,1.08971020059327,1.08971020059327,0.520631480412534,0.1528965,0.164960033849999,1.27922146778074,1.6886195253,1.27922146778074,0.881906047873553,0.406322041839996,1.17169918982,0.930411399811468,1.00001211688,2.13669239018858,0.833714035199999,0.562460354550033,1.17169918982,1.93587553570953,0.0387985439788192,0.891612855832649,1.9173526893,1.00001211688,1.44546919490944,1.02460054341981,1.25458268668964,0.229982143269808,0.164960033849999,0.397980095310736,1.49275738344597,1.09477728813524,2.5875346715812,0.833714035199999,1.66839693636147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2tpp,GAPD,52,232.586871650568,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633897,0.774984622765772,5.0848064032927,9.86322971178,8.68658247738,2.89340386443001,6.42179108194603,0.848586030209999,0.848586030209999,11.9131289960665,5.49133791412099,4.99955025428336,4.99955025428336,1.91402848749975,0.7865289,2.49324513187298,0.848586030209999,0.857750939532919,3.71468615585669,3.94286276393192,8.68658247738,3.71468615585669,2.504369053787,5.04847246338854,2.49324513187298,0.774984622765772,6.12322672643146,16.5527543567658,8.22263625103287,4.28878478592,1.97143138196596,2.89340386443001,5.04847246338854,8.48080072972751,1.62572103000178,0.850736407236013,9.86322971178,6.12322672643146,6.24989735250989,4.87545049487328,5.66323164355661,0.78778114868328,8.22263625103287,0.848586030209999,3.18433038366503,4.22103601795518,1.03670563429014,3.94286276393192,8.19046468693514,4.28878478592,1.97143138196596,3.02135441886423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCD,GHMT2r,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFK,O2tex,45,53.0988870949752,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CS,SUCCt2_2,ENO,SUCCt3,THD2,TKT2,TPI,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_pi_e,FBA,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADTRHD,NH4t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.17169918982,0.980529068086426,1.93998799884999,1.9173526893,1.6886195253,0.562460354549997,1.73748165949074,0.164960033849999,0.164960033849999,3.33758672320785,1.60010506371711,1.36140071808383,1.36140071808383,0.614785287040196,0.1528965,0.164960033849999,1.42957447260561,1.6886195253,1.42957447260561,0.797130986186235,0.406322041839996,1.17169918982,0.980529068086426,1.00001211687999,2.08657472191362,1.58777402821641,0.833714035199999,0.562460354549997,1.17169918982,0.0137397098413423,0.966789358245083,1.9173526893,1.00001211688,1.82799009987471,1.15210751174157,1.50959662333314,0.35748911159157,1.58777402821641,0.164960033849999,0.575516806173631,1.63937354458367,1.06385673841004,2.70323028299372,0.833714035199999,1.71851460463642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFK,O2tpp,45,53.0988870949752,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CS,SUCCt2_2,ENO,SUCCt3,THD2,TKT2,TPI,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_pi_e,FBA,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADTRHD,NH4t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.17169918982,0.980529068086426,1.93998799884999,1.9173526893,1.6886195253,0.562460354549997,1.73748165949074,0.164960033849999,0.164960033849999,3.33758672320785,1.60010506371711,1.36140071808383,1.36140071808383,0.614785287040196,0.1528965,0.164960033849999,1.42957447260561,1.6886195253,1.42957447260561,0.797130986186235,0.406322041839996,1.17169918982,0.980529068086426,1.00001211687999,2.08657472191362,1.58777402821641,0.833714035199999,0.562460354549997,1.17169918982,0.0137397098413423,0.966789358245083,1.9173526893,1.00001211688,1.82799009987471,1.15210751174157,1.50959662333314,0.35748911159157,1.58777402821641,0.164960033849999,0.575516806173631,1.63937354458367,1.06385673841004,2.70323028299372,0.833714035199999,1.71851460463642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK,ATPS4rpp,52,232.586871650571,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633922,0.774984622765773,5.08480640329265,9.86322971178,8.68658247738,2.89340386443001,6.42179108194611,0.848586030209999,0.848586030209999,11.913128996067,5.49133791412086,4.99955025428358,4.99955025428358,1.91402848749981,0.7865289,2.49324513187304,0.848586030209999,0.857750939532938,3.71468615585684,3.94286276393185,8.68658247738,3.71468615585684,2.50436905378703,5.04847246338853,2.49324513187304,0.774984622765773,6.12322672643147,16.552754356766,8.22263625103303,4.28878478592,1.97143138196592,2.89340386443001,5.04847246338853,8.48080072972775,1.62572103000183,0.850736407236059,9.86322971178,6.12322672643147,6.24989735251018,4.87545049487341,5.66323164355677,0.787781148683408,8.22263625103303,0.848586030209999,3.18433038366526,4.22103601795541,1.03670563429015,3.94286276393185,8.19046468693521,4.28878478592,1.97143138196592,3.02135441886423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK,O2tex,52,232.586871650571,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633922,0.774984622765773,5.08480640329265,9.86322971178,8.68658247738,2.89340386443001,6.42179108194611,0.848586030209999,0.848586030209999,11.913128996067,5.49133791412086,4.99955025428358,4.99955025428358,1.91402848749981,0.7865289,2.49324513187304,0.848586030209999,0.857750939532938,3.71468615585684,3.94286276393185,8.68658247738,3.71468615585684,2.50436905378703,5.04847246338853,2.49324513187304,0.774984622765773,6.12322672643147,16.552754356766,8.22263625103303,4.28878478592,1.97143138196592,2.89340386443001,5.04847246338853,8.48080072972775,1.62572103000183,0.850736407236059,9.86322971178,6.12322672643147,6.24989735251018,4.87545049487341,5.66323164355677,0.787781148683408,8.22263625103303,0.848586030209999,3.18433038366526,4.22103601795541,1.03670563429015,3.94286276393185,8.19046468693521,4.28878478592,1.97143138196592,3.02135441886423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK,O2tpp,52,232.586871650571,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633922,0.774984622765773,5.08480640329265,9.86322971178,8.68658247738,2.89340386443001,6.42179108194611,0.848586030209999,0.848586030209999,11.913128996067,5.49133791412086,4.99955025428358,4.99955025428358,1.91402848749981,0.7865289,2.49324513187304,0.848586030209999,0.857750939532938,3.71468615585684,3.94286276393185,8.68658247738,3.71468615585684,2.50436905378703,5.04847246338853,2.49324513187304,0.774984622765773,6.12322672643147,16.552754356766,8.22263625103303,4.28878478592,1.97143138196592,2.89340386443001,5.04847246338853,8.48080072972775,1.62572103000183,0.850736407236059,9.86322971178,6.12322672643147,6.24989735251018,4.87545049487341,5.66323164355677,0.787781148683408,8.22263625103303,0.848586030209999,3.18433038366526,4.22103601795541,1.03670563429015,3.94286276393185,8.19046468693521,4.28878478592,1.97143138196592,3.02135441886423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGM,O2tex,52,232.586871650572,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633925,0.774984622765814,5.08480640329264,9.86322971178,8.68658247738,2.89340386443001,6.42179108194614,0.848586030209999,0.848586030209999,11.913128996067,5.49133791412087,4.99955025428363,4.99955025428363,1.91402848749977,0.7865289,2.493245131873,0.848586030209999,0.857750939532937,3.71468615585686,3.94286276393186,8.68658247738,3.71468615585686,2.50436905378698,5.04847246338853,2.493245131873,0.774984622765814,6.12322672643146,16.5527543567658,8.22263625103307,4.28878478592,1.97143138196593,2.89340386443001,5.04847246338853,8.48080072972778,1.62572103000186,0.850736407236047,9.86322971178,6.12322672643146,6.24989735251022,4.8754504948734,5.66323164355681,0.787781148683411,8.22263625103307,0.848586030209999,3.18433038366526,4.22103601795542,1.03670563429017,3.94286276393186,8.19046468693517,4.28878478592,1.97143138196593,3.02135441886418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGM,O2tpp,52,232.586871650572,PFK,PFL,PGI,PGK,PGM,PIt2r,PPC,ACONTa,ACONTb,ATPM,PPCK,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,RPI,SUCCt2_2,CYTBD,ENO,SUCCt3,THD2,TPI,EX_co2_e,EX_for_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,FBA,FBP,FORt2,FORt,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,H2Ot,ICDHyr,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.43232826633925,0.774984622765814,5.08480640329264,9.86322971178,8.68658247738,2.89340386443001,6.42179108194614,0.848586030209999,0.848586030209999,11.913128996067,5.49133791412087,4.99955025428363,4.99955025428363,1.91402848749977,0.7865289,2.493245131873,0.848586030209999,0.857750939532937,3.71468615585686,3.94286276393186,8.68658247738,3.71468615585686,2.50436905378698,5.04847246338853,2.493245131873,0.774984622765814,6.12322672643146,16.5527543567658,8.22263625103307,4.28878478592,1.97143138196593,2.89340386443001,5.04847246338853,8.48080072972778,1.62572103000186,0.850736407236047,9.86322971178,6.12322672643146,6.24989735251022,4.8754504948734,5.66323164355681,0.787781148683411,8.22263625103307,0.848586030209999,3.18433038366526,4.22103601795542,1.03670563429017,3.94286276393186,8.19046468693517,4.28878478592,1.97143138196593,3.02135441886418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPC,FUM,34,26.6894170012849,PFL,PGI,PIt2r,PPC,PPS,ADK1,PYK,BIOMASS_Ecoli_core_w_GAM,PYRt2,SUCCt2_2,D_LACt2,SUCCt3,SUCDi,THD2,EX_for_e,EX_lac__D_e,EX_nh4_e,EX_pi_e,EX_pyr_e,EX_succ_e,FBP,FORt2,FORt,FRD7,FUM,GLNS,GLUDy,GLUN,ICDHyr,LDH_D,MDH,NADTRHD,NH4t,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.13682893529624,0.279768485878985,0.186886421009959,2.10010453488,0.697954989255604,0.697954989255604,1.19268386975567,0.0508023,0.611100893538792,0.97143088827111,0.644526486873182,1.20288748124553,1.12284180288,0.751722206998426,1.13682893529624,0.644526486873182,0.27701478144,0.186886421009959,0.611100893538792,2.17431836951665,0.090323426948407,0.562705269461435,0.574123665834805,1.12284180288,2.24568360576,0.0951179803227703,0.26402463333,0.10810812843277,0.0548106014699998,0.644526486873182,2.31704884200336,0.906026602314709,0.27701478144,0.748891001399526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPC,MDH,51,30.6918451702183,PFL,ACALD,PIt2r,ALCD2x,ACALDt,ACKr,PPC,ACONTa,ACONTb,ACt2r,PPS,ADK1,AKGDH,PTAr,PYK,BIOMASS_Ecoli_core_w_GAM,PYRt2,CS,SUCCt2_2,D_LACt2,SUCCt3,ETOHt2r,SUCDi,SUCOAS,THD2,EX_ac_e,EX_acald_e,EX_etoh_e,EX_for_e,EX_lac__D_e,EX_nh4_e,EX_pi_e,EX_pyr_e,EX_succ_e,FBP,FORt2,FORt,FRD7,FUM,GLNS,GLUN,GLUSy,ICDHyr,ICL,LDH_D,MALS,MDH,ME1,ME2,NADTRHD,NH4t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.486119305628659,0.316884990104442,0.148739037749988,0.0800658665102602,0.396950856614703,0.670241670745568,3.83252404612858,0.586602417641421,0.586602417641421,0.670241670745568,1.06330453045864,1.06330453045864,0.103930698683318,0.670241670745568,2.45975887638825,0.0404325,0.458529480320868,0.586602417641421,0.0112603995564413,0.0362292748437891,0.0137971832048449,0.0800658665102602,0.272758288519913,0.103930698683318,1.00095407279956,0.670241670745568,0.396950856614703,0.0800658665102598,0.486119305628659,0.0362292748437891,0.220470336,0.148739037749988,0.458529480320868,0.0025367836484036,0.246935708501335,0.247235916607877,0.238883389020782,0.272758288519913,0.545516577039827,0.246051674532589,0.0870981409383931,0.148614943344196,0.0603080744333175,0.646910492074738,0.0362292748437891,0.646910492074738,4.49136721152,2.15829963518959,1.14064050721584,1.01765912797375,0.220470336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPC,O2tex,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPC,O2tpp,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPC,MALS,41,25.9870766081623,PFL,PGI,ACALD,ALCD2x,ACALDt,ACKr,PPC,ACt2r,PPS,ADK1,AKGDH,PTAr,PYK,PYRt2,RPE,SUCCt2_2,D_LACt2,SUCCt3,ETOHt2r,SUCOAS,THD2,TKT2,EX_ac_e,EX_acald_e,EX_etoh_e,EX_for_e,EX_lac__D_e,EX_pyr_e,FBP,FORt2,FRD7,GLNS,GLUN,GLUSy,ICDHyr,ICL,LDH_D,MALS,MDH,NADTRHD,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.48006800924648,0.293259395262817,0.250277583898499,0.0154353960915983,0.234842187806901,0.436615746845308,2.25387721584,0.436615746845308,0.664492852664743,0.664492852664743,1.97902730812515,0.436615746845308,1.43495634678772,0.0305879593769905,0.128110147595281,0.00434604248908826,0.160552248144531,0.00434604248908826,0.0154353960915983,1.97902730812515,0.773021046405259,0.0645711774476406,0.436615746845308,0.234842187806901,0.0154353960915983,0.48006800924648,0.160552248144531,0.0305879593769905,0.135458582377886,0.241482685452937,0.133328148817426,0.0603179220649413,0.0456527193932942,0.0153963256816471,1.98211220689515,2.24568360576,0.160552248144531,2.24568360576,2.51233990339485,0.778815769724043,1.33157758009457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSERT,GHMT2r,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP_L,GHMT2r,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPE,GND,49,8.64524227818655,PFL,PGI,PGL,ACALD,AKGt2r,ALCD2x,ACALDt,ACKr,PPCK,ACt2r,PPS,ADK1,PTAr,PYRt2,RPE,RPI,SUCCt2_2,D_LACt2,SUCCt3,ETOHt2r,TALA,THD2,TKT1,TKT2,EX_ac_e,EX_acald_e,EX_akg_e,EX_etoh_e,EX_for_e,EX_glu__L_e,EX_lac__D_e,EX_pyr_e,EX_succ_e,FBP,FORt2,FORt,FRD7,G6PDH2r,GLNS,GLUN,GLUSy,GLUt2r,GND,ICL,LDH_D,MALS,ME1,ME2,NADTRHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.0524616370083723,0.700922831575998,0.841357831353495,0.140837751206623,0.0726986014351936,0.118436977660778,0.0224007735458442,0.0496665393370336,0.0769407998973379,0.0496665393370336,0.0462048807588958,0.0462048807588958,0.0496665393370336,0.0290161416165704,0.55881790596,0.282539925393495,0.0709836053444871,0.0984515426995544,0.0576489709789843,0.118436977660778,0.279933104826258,0.414797477760988,0.279933104826258,0.278884801133742,0.0496665393370327,0.0224007735458442,0.0726986014351936,0.118436977660778,0.0524616370083724,0.120494406173773,0.0984515426995545,0.0290161416165704,0.0133346343655028,0.0367238086907911,0.00479205578360762,0.0476695812247647,0.136027858691896,0.841357831353495,0.0139036657926894,0.054959528125383,0.0403133380828969,0.120494406173773,0.841357831353495,0.0471071888356636,0.0984515426995544,0.0471071888356636,0.0939589966403043,0.406593532003,0.500552528643302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPI,RPE,83,192.820916220846,PFK,PFL,PGI,PGK,PGL,ACALD,AKGt2r,PGM,PIt2r,ALCD2x,ACALDt,ACKr,PPC,ACONTa,ACONTb,ATPM,PPCK,ACt2r,PPS,ADK1,AKGDH,ATPS4r,PTAr,PYK,BIOMASS_Ecoli_core_w_GAM,PYRt2,CO2t,CS,RPI,SUCCt2_2,CYTBD,D_LACt2,ENO,SUCCt3,ETOHt2r,SUCDi,SUCOAS,TALA,THD2,TKT1,TKT2,TPI,EX_ac_e,EX_acald_e,EX_akg_e,EX_co2_e,EX_etoh_e,EX_for_e,EX_glc__D_e,EX_glu__L_e,EX_h_e,EX_lac__D_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_pyr_e,EX_succ_e,FBA,FBP,FORt2,FORt,FRD7,FUM,G6PDH2r,GAPD,GLCpts,GLNS,GLUDy,GLUN,GLUSy,GLUt2r,GND,ICL,LDH_D,MALS,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH
,,,,5.44770452460003,0.166986842106407,1.30384697229856,2.25606648304713,0.8400725217,0.788609357836005,0.392492630611187,1.09046780704713,2.86623519344998,0.192331695168197,0.596277662667808,1.92877560223085,7.88765074088788,2.3185725896847,2.3185725896847,12.1440147473486,4.25636400646075,1.92877560223085,4.71922399549144,4.71922399549144,3.7843389869509,2.68842104788267,1.92877560223085,2.70556675636574,0.7791435,0.265827804515537,4.8272761331601,2.3185725896847,0.8400725217,3.08456903347078,3.96949979758432,0.405560858668132,1.09046780704713,4.00712624112869,0.192331695168197,1.09830050111286,3.7843389869509,0.14063540175,0.767940977185324,0.14063540175,0.14063540175,1.24860569814856,1.92877560223086,0.596277662667808,0.392492630611187,4.8272761331601,0.192331695168199,0.166986842106408,2.30364391149856,4.8257269370137,6.54009128785098,0.405560858668132,0.577213260213704,1.98474989879216,2.86623519344998,0.265827804515537,0.92255720765791,1.24860569814856,6.6963102227486,1.09845579138004,1.26544263348645,1.09830050111286,2.19660100222572,0.8400725217,2.25606648304713,2.30364391149856,7.36200610186191,2.0027841961615,4.78200864548671,2.77922444932521,4.8257269370137,0.8400725217,2.51029519238309,0.405560858668132,2.51029519238309,2.70480983619243,4.25712092663405,1.23861690028426,1.77289879535859,5.4957378269183,0.577213260213704,1.98474989879216,0.601640686266531
