"","X","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule","species"
"640",22,"ACACT2r","3HAD40",-8.86501451794254,7.25139332381491,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,-2.49130577278933e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"641",23,"ACACT2r","3HAD60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0,0,-1,0,0,-1.99849858883994e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"642",24,"ACACT2r","3HAD80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0,0,-1,0,0,-1.39345895933118e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"643",25,"ACACT2r","3OAR100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,8.41282599139959e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337356,16,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"644",26,"ACACT2r","3OAR40",-8.86501451794254,7.25139332381491,0,8.88249970307186,0,0,-1,0,0,-2.50111042987555e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"645",27,"ACACT2r","3OAR60",-8.86501451794254,7.25139332381491,0,8.88249970307004,0,0,-1,0,0,-2.04636307898909e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"646",28,"ACACT2r","3OAR80",-8.86501451794254,7.25139332381491,0,8.88249970307231,0,0,-1,0,0,-1.39834810397588e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"647",29,"ACACT2r","3OAS100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,8.40615391760466e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337356,16,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"648",30,"ACACT2r","3OAS60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0,0,-1,0,0,-1.99849858883994e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"649",31,"ACACT2r","3OAS80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0,0,-1,0,0,-1.39345895933118e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590389,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"650",32,"ACACT3r","3HAD100",-8.86501451794084,2.39740744368919,0,18.5891488631278,0,0,-1,0,0,1.36961275654102e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337364,16,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"651",33,"ACACT3r","3HAD40",-8.86501451794084,2.39740744368919,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,2.31231700453804e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"652",34,"ACACT3r","3HAD60",-8.86501451794084,2.39740744368919,0,8.88249970307001,0,0,-1,0,0,1.87561540373101e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"653",35,"ACACT3r","3HAD80",-8.86501451794084,2.39740744368919,0,8.88249970307235,0,0,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"654",36,"ACACT3r","3OAR100",-8.86501451794084,2.39740744368919,0,18.5891488631278,0,0,-1,0,0,1.36424205265939e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337364,16,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"655",37,"ACACT3r","3OAR40",-8.86501451794084,2.39740744368919,0,8.88249970307186,0,0,-1,0,0,2.27373675443232e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"656",38,"ACACT3r","3OAR60",-8.86501451794084,2.39740744368919,0,8.88249970307004,0,0,-1,0,0,1.81898940354586e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"657",39,"ACACT3r","3OAR80",-8.86501451794084,2.39740744368919,0,8.88249970307231,0,0,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"658",40,"ACACT3r","3OAS100",-8.86501451794084,2.39740744368919,0,18.5891488631278,0,0,-1,0,0,1.36961275654102e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337364,16,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"659",41,"ACACT3r","3OAS60",-8.86501451794084,2.39740744368919,0,8.88249970307001,0,0,-1,0,0,1.87561540373101e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"660",42,"ACACT3r","3OAS80",-8.86501451794084,2.39740744368919,0,8.88249970307235,0,0,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590398,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"661",43,"ACACT4r","3HAD100",-18.5716636780039,2.39740744368908,0,18.5891488631278,0,0,-1,0,0,1.36790440086187e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,4.65105924457798,6,8,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"662",44,"ACACT4r","3OAR100",-18.5716636780039,2.39740744368908,0,18.5891488631278,0,0,-1,0,0,1.36424205265939e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,4.65105924457798,6,8,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"663",45,"ACACT4r","3OAS100",-18.5716636780039,2.39740744368908,0,18.5891488631278,0,0,-1,0,0,1.36790440086187e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,4.65105924457798,6,8,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"664",46,"ACOAD1f","3HAD100",-7.25139332381491,8.86501451794254,0,18.5891488631278,0,0,-1,0,NA,NA,0,8.40615391760466e-12,"ELE_Rxns","ELE_Rxns","PSL",37,15.282051803617,18,19,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"665",47,"ACOAD1f","3HAD40",-7.25139332381491,8.86501451794254,0,8.88249970307183,0,-0.0157822625544668,-1,0,NA,NA,0,-2.49130577278933e-12,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114502,14,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"666",48,"ACOAD1f","3HAD60",-7.25139332381491,8.86501451794254,0,8.88249970307001,0,0,-1,0,NA,NA,0,-1.99849858883994e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"667",49,"ACOAD1f","3HAD80",-7.25139332381491,8.86501451794254,0,8.88249970307235,0,0,-1,0,NA,NA,0,-1.39345895933118e-11,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"668",50,"ACOAD1f","3OAR100",-7.25139332381491,8.86501451794254,0,18.5891488631278,0,0,-1,0,NA,NA,0,8.41282599139959e-12,"ELE_Rxns","ELE_Rxns","PSL",37,15.282051803617,18,19,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"669",51,"ACOAD1f","3OAR40",-7.25139332381491,8.86501451794254,0,8.88249970307186,0,0,-1,0,NA,NA,0,-2.50111042987555e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"670",52,"ACOAD1f","3OAR60",-7.25139332381491,8.86501451794254,0,8.88249970307004,0,0,-1,0,NA,NA,0,-2.04636307898909e-12,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114502,14,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"671",53,"ACOAD1f","3OAR80",-7.25139332381491,8.86501451794254,0,8.88249970307231,0,0,-1,0,NA,NA,0,-1.39834810397588e-11,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114502,14,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"672",54,"ACOAD1f","3OAS100",-7.25139332381491,8.86501451794254,0,18.5891488631278,0,0,-1,0,NA,NA,0,8.40615391760466e-12,"ELE_Rxns","ELE_Rxns","PSL",37,15.282051803617,18,19,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"673",55,"ACOAD1f","3OAS60",-7.25139332381491,8.86501451794254,0,8.88249970307001,0,0,-1,0,NA,NA,0,-1.99849858883994e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"674",56,"ACOAD1f","3OAS80",-7.25139332381491,8.86501451794254,0,8.88249970307235,0,0,-1,0,NA,NA,0,-1.39345895933118e-11,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114502,14,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"675",57,"ACOAD2f","3HAD100",-7.25139332381491,8.86501451794254,0,18.5891488631278,0,0,-1,0,NA,NA,0,8.40615391760466e-12,"ELE_Rxns","ELE_Rxns","PSL",37,15.2820518036197,17,20,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"676",58,"ACOAD2f","3HAD40",-7.25139332381491,8.86501451794254,0,8.88249970307183,0,-0.0157822625544668,-1,0,NA,NA,0,-2.49130577278933e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"677",59,"ACOAD2f","3HAD60",-7.25139332381491,8.86501451794254,0,8.88249970307001,0,0,-1,0,NA,NA,0,-1.99849858883994e-12,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114253,13,16,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"678",60,"ACOAD2f","3HAD80",-7.25139332381491,8.86501451794254,0,8.88249970307235,0,0,-1,0,NA,NA,0,-1.39345895933118e-11,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"679",61,"ACOAD2f","3OAR100",-7.25139332381491,8.86501451794254,0,18.5891488631278,0,0,-1,0,NA,NA,0,8.41282599139959e-12,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337402,16,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"680",62,"ACOAD2f","3OAR40",-7.25139332381491,8.86501451794254,0,8.88249970307186,0,0,-1,0,NA,NA,0,-2.50111042987555e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"681",63,"ACOAD2f","3OAR60",-7.25139332381491,8.86501451794254,0,8.88249970307004,0,0,-1,0,NA,NA,0,-2.04636307898909e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"682",64,"ACOAD2f","3OAR80",-7.25139332381491,8.86501451794254,0,8.88249970307231,0,0,-1,0,NA,NA,0,-1.39834810397588e-11,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"683",65,"ACOAD2f","3OAS100",-7.25139332381491,8.86501451794254,0,18.5891488631278,0,0,-1,0,NA,NA,0,8.40615391760466e-12,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337402,16,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"684",66,"ACOAD2f","3OAS60",-7.25139332381491,8.86501451794254,0,8.88249970307001,0,0,-1,0,NA,NA,0,-1.99849858883994e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"685",67,"ACOAD2f","3OAS80",-7.25139332381491,8.86501451794254,0,8.88249970307235,0,0,-1,0,NA,NA,0,-1.39345895933118e-11,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"686",68,"ACOAD3f","3HAD100",-2.39740744368919,8.86501451794084,0,18.5891488631278,45.618326037541,0,-1,0,NA,NA,0,-2.25854890345545e-11,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337525,10,17,6,0.818181818181818,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"687",69,"ACOAD3f","3HAD40",-2.39740744368919,8.86501451794084,0,8.88249970307183,45.618326037541,-0.0157822625544668,-1,0,NA,NA,0,0,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"688",70,"ACOAD3f","3HAD60",-2.39740744368919,8.86501451794084,0,8.88249970307001,45.618326037541,0,-1,0,NA,NA,0,-6.63715236616834e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"689",71,"ACOAD3f","3HAD80",-2.39740744368919,8.86501451794084,0,8.88249970307235,45.618326037541,0,-1,0,NA,NA,0,-7.66057125141847e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"690",72,"ACOAD3f","3OAR100",-2.39740744368919,8.86501451794084,0,18.5891488631278,45.618326037541,0,-1,0,NA,NA,0,-2.26236807066016e-11,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337525,10,17,6,0.818181818181818,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"691",73,"ACOAD3f","3OAR40",-2.39740744368919,8.86501451794084,0,8.88249970307186,45.618326037541,0,-1,0,NA,NA,0,0,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"692",74,"ACOAD3f","3OAR60",-2.39740744368919,8.86501451794084,0,8.88249970307004,45.618326037541,0,-1,0,NA,NA,0,-6.59383658785373e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"693",75,"ACOAD3f","3OAR80",-2.39740744368919,8.86501451794084,0,8.88249970307231,45.618326037541,0,-1,0,NA,NA,0,-7.61701812734827e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"694",76,"ACOAD3f","3OAS100",-2.39740744368919,8.86501451794084,0,18.5891488631278,45.618326037541,0,-1,0,NA,NA,0,-2.25854890345545e-11,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337525,10,17,6,0.818181818181818,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"695",77,"ACOAD3f","3OAS60",-2.39740744368919,8.86501451794084,0,8.88249970307001,45.618326037541,0,-1,0,NA,NA,0,-6.63715236616834e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"696",78,"ACOAD3f","3OAS80",-2.39740744368919,8.86501451794084,0,8.88249970307235,45.618326037541,0,-1,0,NA,NA,0,-7.66057125141847e-12,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"697",79,"ACOAD4f","3HAD100",-2.39740744368908,18.5716636780039,0,18.5891488631278,0,0,-1,0,NA,NA,0,-2.46742626330843e-11,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776205057,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"698",80,"ACOAD4f","3OAR100",-2.39740744368908,18.5716636780039,0,18.5891488631278,0,0,-1,0,NA,NA,0,-2.46700437855907e-11,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776205057,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"699",81,"ACOAD4f","3OAS100",-2.39740744368908,18.5716636780039,0,18.5891488631278,0,0,-1,0,NA,NA,0,-2.46742626330843e-11,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776205057,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"700",82,"ASNS2","ASNS1",0,220.355010052613,0,110.17750502634,0,0,0,0,0,-6.45231090778964e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",3,0.675083747855001,1,2,0,1,"Alanine and Aspartate Metabolism","Alanine and Aspartate Metabolism","iSSON_1240"
"701",83,"CBMKr","CBPS",-110.140797609915,40.3693361541957,0,110.171583239048,0,0.0764733703402405,-1,0,0,-4.14364098588749e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",202,2.60610808618559,80,95,27,0.866336633663366,"Unassigned","Arginine and Proline Metabolism","iSSON_1240"
"702",84,"CPPPGO","CPPPGO2",0,1.29459948539325,0,1.03237598516223,0,0,0,0,0,-1.54426471610236e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",24,0.0037396853845682,4,15,5,0.791666666666667,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"703",85,"CTECOAI7_copy1","3HAD161",-1000,30.5556998267527,0,30.5630906928685,0,0,-1,0,NA,NA,0,-4.81907846960894e-11,"ELE_Rxns","ELE_Rxns","PSL",17,2.38724975126862,6,7,4,0.764705882352941,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"704",86,"CTECOAI7_copy1","3OAR161",-1000,30.5556998267527,0,30.5630906928685,0,0,-1,0,NA,NA,0,-4.81907846960894e-11,"ELE_Rxns","ELE_Rxns","PSL",17,2.38724975126862,6,7,4,0.764705882352941,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"705",87,"CTECOAI7_copy1","3OAS161",-1000,30.5556998267527,0,30.5630906928685,0,0,-1,0,NA,NA,0,-4.81907846960894e-11,"ELE_Rxns","ELE_Rxns","PSL",17,2.38724975126862,6,7,4,0.764705882352941,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"706",88,"CYTK1","NTD4",-73.438833889703,220.352054747769,0,220.343166478192,0,0,-1,0,0,-9.5492502794059e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",9,1.51989411634098,2,4,3,0.666666666666667,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","iSSON_1240"
"707",89,"DALAt2pp","DALAtex",0,43.9164627704396,-13.8391568906412,0,0,0,0,0,5.22959453519434e-12,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",8,0.0648511307424506,3,4,1,0.875,"Transport, Inner Membrane","Transport, Outer Membrane Porin","iSSON_1240"
"708",90,"DMPPS","IPDDI",0,0.00234753908489456,-0.00207436375399084,0.000273175330903541,2.57743479613168,0,0,-1,-0.00207436375353609,0.000273175330903541,0.000273175330903541,0.000273175330562481,"MLE_Rxns","MLE_Rxns","PSL",3,0.000778549633474539,1,1,1,0.666666666666667,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"709",91,"ECOAH1","3HAD100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0.000438259703584122,0,-1,0,0,-2.26599849995068e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",37,15.282051803617,18,19,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"710",92,"ECOAH1","3HAD40",-8.86501451794254,7.25139332381491,0,8.88249970307183,0.000438259703584122,-0.0157822625544668,-1,0,0,4.06537026265141e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"711",93,"ECOAH1","3HAD60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0.000438259703584122,0,-1,0,0,-7.43277661641173e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"712",94,"ECOAH1","3HAD80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0.000438259703584122,0,-1,0,0,1.09712516849214e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"713",95,"ECOAH1","3OAR100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0.000438259703584122,0,-1,0,0,-2.26236807066016e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337104,15,17,1,0.96969696969697,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"714",96,"ECOAH1","3OAR40",-8.86501451794254,7.25139332381491,0,8.88249970307186,0.000438259703584122,0,-1,0,0,4.09272615797818e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114502,14,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"715",97,"ECOAH1","3OAR60",-8.86501451794254,7.25139332381491,0,8.88249970307004,0.000438259703584122,0,-1,0,0,-7.38964445190504e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114502,14,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"716",98,"ECOAH1","3OAR80",-8.86501451794254,7.25139332381491,0,8.88249970307231,0.000438259703584122,0,-1,0,0,1.10276232589968e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114502,14,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"717",99,"ECOAH1","3OAS100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0.000438259703584122,0,-1,0,0,-2.26599849995068e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",37,15.282051803617,18,19,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"718",100,"ECOAH1","3OAS60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0.000438259703584122,0,-1,0,0,-7.43277661641173e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"719",101,"ECOAH1","3OAS80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0.000438259703584122,0,-1,0,0,1.09712516849214e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590392,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"720",102,"ECOAH2","3HAD100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,6.1267102502427e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",37,15.2820518036197,17,20,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"721",103,"ECOAH2","3HAD40",-8.86501451794254,7.25139332381491,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"722",104,"ECOAH2","3HAD60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0,0,-1,0,0,1.38394851134649e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"723",105,"ECOAH2","3HAD80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0,0,-1,0,0,-5.48396883459645e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"724",106,"ECOAH2","3OAR100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,6.13908923696727e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",37,15.2820518036197,17,20,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"725",107,"ECOAH2","3OAR40",-8.86501451794254,7.25139332381491,0,8.88249970307186,0,0,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"726",108,"ECOAH2","3OAR60",-8.86501451794254,7.25139332381491,0,8.88249970307004,0,0,-1,0,0,1.38697942020372e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
